0.1, 0.1, 5, 223, 95
0.1, 0.1, 5, 223, 95
0.1, 0.1, 25, 186, 58
0.1, 0.1, 50, 140, 12
0.1, 0.1, 100, 140, 12
0.1, 0.3, 5, 233, 105
0.1, 0.3, 25, 175, 47
0.1, 0.3, 50, 156, 28
0.1, 0.3, 100, 140, 12
0.1, 0.5, 5, 237, 109
0.1, 0.5, 25, 171, 43
0.1, 0.5, 50, 140, 12
0.1, 0.5, 100, 140, 12
0.1, 0.7, 5, 233, 105
0.1, 0.7, 25, 171, 43
0.1, 0.7, 50, 180, 52
0.1, 0.7, 100, 140, 12
0.1, 0.9, 5, 220, 92
0.1, 0.9, 25, 192, 64
0.1, 0.9, 50, 159, 31
0.1, 0.9, 100, 140, 12
0.3, 0.1, 5, 233, 105
0.3, 0.1, 25, 202, 74
0.3, 0.1, 50, 186, 58
0.3, 0.1, 100, 166, 38
0.3, 0.3, 5, 247, 119
0.3, 0.3, 25, 196, 68
0.3, 0.3, 50, 171, 43
0.3, 0.3, 100, 173, 45
0.3, 0.5, 5, 255, 127
0.3, 0.5, 25, 210, 82
0.3, 0.5, 50, 172, 44
0.3, 0.5, 100, 156, 28
0.3, 0.7, 5, 240, 112
0.3, 0.7, 25, 193, 65
0.3, 0.7, 50, 186, 58
0.3, 0.7, 100, 174, 46
0.3, 0.9, 5, 283, 155
0.3, 0.9, 25, 222, 94
0.3, 0.9, 50, 193, 65
0.3, 0.9, 100, 150, 22
0.5, 0.1, 5, 289, 161
0.5, 0.1, 25, 228, 100
0.5, 0.1, 50, 213, 85
0.5, 0.1, 100, 205, 77
0.5, 0.3, 5, 263, 135
0.5, 0.3, 25, 225, 97
0.5, 0.3, 50, 209, 81
0.5, 0.3, 100, 180, 52
0.5, 0.5, 5, 285, 157
0.5, 0.5, 25, 237, 109
0.5, 0.5, 50, 206, 78
0.5, 0.5, 100, 197, 69
0.5, 0.7, 5, 288, 160
0.5, 0.7, 25, 218, 90
0.5, 0.7, 50, 213, 85
0.5, 0.7, 100, 190, 62
0.5, 0.9, 5, 271, 143
0.5, 0.9, 25, 207, 79
0.5, 0.9, 50, 208, 80
0.5, 0.9, 100, 186, 58
0.7, 0.1, 5, 297, 169
0.7, 0.1, 25, 232, 104
0.7, 0.1, 50, 212, 84
0.7, 0.1, 100, 209, 81
0.7, 0.3, 5, 273, 145
0.7, 0.3, 25, 243, 115
0.7, 0.3, 50, 238, 110
0.7, 0.3, 100, 217, 89
0.7, 0.5, 5, 311, 183
0.7, 0.5, 25, 273, 145
0.7, 0.5, 50, 230, 102
0.7, 0.5, 100, 215, 87
0.7, 0.7, 5, 285, 157
0.7, 0.7, 25, 244, 116
0.7, 0.7, 50, 211, 83
0.7, 0.7, 100, 214, 86
0.7, 0.9, 5, 291, 163
0.7, 0.9, 25, 231, 103
0.7, 0.9, 50, 233, 105
0.7, 0.9, 100, 194, 66
0.9, 0.1, 5, 320, 192
0.9, 0.1, 25, 280, 152
0.9, 0.1, 50, 259, 131
0.9, 0.1, 100, 240, 112
0.9, 0.3, 5, 321, 193
0.9, 0.3, 25, 272, 144
0.9, 0.3, 50, 253, 125
0.9, 0.3, 100, 242, 114
0.9, 0.5, 5, 325, 197
0.9, 0.5, 25, 278, 150
0.9, 0.5, 50, 237, 109
0.9, 0.5, 100, 227, 99
0.9, 0.7, 5, 322, 194
0.9, 0.7, 25, 249, 121
0.9, 0.7, 50, 242, 114
0.9, 0.7, 100, 234, 106
0.9, 0.9, 5, 320, 192
0.9, 0.9, 25, 257, 129
0.9, 0.9, 50, 242, 114
0.9, 0.9, 100, 236, 108
