0.1, 0.1, 5, 264, 65
0.1, 0.1, 5, 264, 65
0.1, 0.1, 25, 248, 49
0.1, 0.1, 50, 223, 24
0.1, 0.1, 100, 236, 37
0.1, 0.3, 5, 280, 81
0.1, 0.3, 25, 256, 57
0.1, 0.3, 50, 231, 32
0.1, 0.3, 100, 221, 22
0.1, 0.5, 5, 250, 51
0.1, 0.5, 25, 233, 34
0.1, 0.5, 50, 236, 37
0.1, 0.5, 100, 221, 22
0.1, 0.7, 5, 303, 104
0.1, 0.7, 25, 237, 38
0.1, 0.7, 50, 227, 28
0.1, 0.7, 100, 234, 35
0.1, 0.9, 5, 278, 79
0.1, 0.9, 25, 248, 49
0.1, 0.9, 50, 226, 27
0.1, 0.9, 100, 220, 21
0.3, 0.1, 5, 282, 83
0.3, 0.1, 25, 261, 62
0.3, 0.1, 50, 236, 37
0.3, 0.1, 100, 231, 32
0.3, 0.3, 5, 294, 95
0.3, 0.3, 25, 258, 59
0.3, 0.3, 50, 248, 49
0.3, 0.3, 100, 240, 41
0.3, 0.5, 5, 285, 86
0.3, 0.5, 25, 267, 68
0.3, 0.5, 50, 242, 43
0.3, 0.5, 100, 237, 38
0.3, 0.7, 5, 286, 87
0.3, 0.7, 25, 261, 62
0.3, 0.7, 50, 252, 53
0.3, 0.7, 100, 225, 26
0.3, 0.9, 5, 292, 93
0.3, 0.9, 25, 258, 59
0.3, 0.9, 50, 251, 52
0.3, 0.9, 100, 228, 29
0.5, 0.1, 5, 318, 119
0.5, 0.1, 25, 268, 69
0.5, 0.1, 50, 259, 60
0.5, 0.1, 100, 240, 41
0.5, 0.3, 5, 317, 118
0.5, 0.3, 25, 260, 61
0.5, 0.3, 50, 262, 63
0.5, 0.3, 100, 239, 40
0.5, 0.5, 5, 325, 126
0.5, 0.5, 25, 272, 73
0.5, 0.5, 50, 263, 64
0.5, 0.5, 100, 242, 43
0.5, 0.7, 5, 306, 107
0.5, 0.7, 25, 277, 78
0.5, 0.7, 50, 240, 41
0.5, 0.7, 100, 231, 32
0.5, 0.9, 5, 300, 101
0.5, 0.9, 25, 259, 60
0.5, 0.9, 50, 264, 65
0.5, 0.9, 100, 251, 52
0.7, 0.1, 5, 336, 137
0.7, 0.1, 25, 284, 85
0.7, 0.1, 50, 273, 74
0.7, 0.1, 100, 242, 43
0.7, 0.3, 5, 309, 110
0.7, 0.3, 25, 297, 98
0.7, 0.3, 50, 270, 71
0.7, 0.3, 100, 255, 56
0.7, 0.5, 5, 328, 129
0.7, 0.5, 25, 304, 105
0.7, 0.5, 50, 269, 70
0.7, 0.5, 100, 257, 58
0.7, 0.7, 5, 330, 131
0.7, 0.7, 25, 295, 96
0.7, 0.7, 50, 263, 64
0.7, 0.7, 100, 277, 78
0.7, 0.9, 5, 349, 150
0.7, 0.9, 25, 280, 81
0.7, 0.9, 50, 279, 80
0.7, 0.9, 100, 249, 50
0.9, 0.1, 5, 373, 174
0.9, 0.1, 25, 305, 106
0.9, 0.1, 50, 282, 83
0.9, 0.1, 100, 270, 71
0.9, 0.3, 5, 369, 170
0.9, 0.3, 25, 319, 120
0.9, 0.3, 50, 299, 100
0.9, 0.3, 100, 279, 80
0.9, 0.5, 5, 346, 147
0.9, 0.5, 25, 307, 108
0.9, 0.5, 50, 284, 85
0.9, 0.5, 100, 286, 87
0.9, 0.7, 5, 363, 164
0.9, 0.7, 25, 308, 109
0.9, 0.7, 50, 284, 85
0.9, 0.7, 100, 284, 85
0.9, 0.9, 5, 331, 132
0.9, 0.9, 25, 307, 108
0.9, 0.9, 50, 297, 98
0.9, 0.9, 100, 273, 74
